recordID,species,year,eventDate,decimalLatitude,decimalLongitude,countryCode,stateProvince,locality,dataset
1.925827736e-298,Cerdocyon thous,2005,2005-10-01T00:00:00Z,11.166444,-72.54769399999999,CO,La Guajira,Arroyo Bruno,occurrencePoints_GBIF
1.8876309e-300,Cerdocyon thous,2005,2005-10-08T00:00:00Z,-31.24835,-60.247960000000006,AR,Santa Fe,"Ruta provincial nº 1, km 59 (13 Km al sur de Cayastá)",occurrencePoints_GBIF
1.887630887e-298,Cerdocyon thous,2005,2005-10-15T00:00:00Z,-31.512790000000003,-60.46892,AR,Santa Fe,Arroyo Potrero,occurrencePoints_GBIF
1.4243910425e-297,Cerdocyon thous,2005,2005-11-12T10:55:00Z,-31.877187,-58.217628999999995,AR,Entre Ríos,NA,occurrencePoints_GBIF
9.04747343e-299,Cerdocyon thous,2005,2005-11-25T09:22:00Z,-18.087083,-53.112336,BR,Goiás,NA,occurrencePoints_GBIF
9.83429107e-299,Cerdocyon thous,2005,2005-11-26T06:45:00Z,-31.873772,-58.246852,AR,Entre Ríos,NA,occurrencePoints_GBIF
1.9258403764e-297,Cerdocyon thous,2005,2005-12-01T00:00:00Z,11.032667,-72.754528,CO,La Guajira,Arroyo Paladines,occurrencePoints_GBIF
1.925827811e-298,Cerdocyon thous,2005,2005-12-01T00:00:00Z,11.100306,-72.645139,CO,La Guajira,"Río Ranchería, Sector Los Pozos",occurrencePoints_GBIF
9.047474794000001e-298,Cerdocyon thous,2005,2005-12-03T17:49:00Z,-19.508969,-56.203881,BR,Mato Grosso do Sul,NA,occurrencePoints_GBIF
1.92584347e-299,Cerdocyon thous,2006,2006-01-01T00:00:00Z,11.032667,-72.754528,CO,La Guajira,Arroyo Paladines,occurrencePoints_GBIF
1.92584118e-299,Cerdocyon thous,2006,2006-01-01T00:00:00Z,11.100306,-72.645139,CO,La Guajira,"Río Ranchería, Sector Los Pozos",occurrencePoints_GBIF
1.9258416047e-297,Cerdocyon thous,2006,2006-01-01T00:00:00Z,11.166444,-72.54769399999999,CO,La Guajira,Arroyo Bruno,occurrencePoints_GBIF
1.408653868e-298,Cerdocyon thous,2006,2006-02-23T22:41:00Z,7.429751,-69.318778,VE,Apure,NA,occurrencePoints_GBIF
1.9258449174e-297,Cerdocyon thous,2006,2006-03-01T00:00:00Z,10.970389,-72.758028,CO,La Guajira,Arroyo Palomino,occurrencePoints_GBIF
1.92581743e-299,Cerdocyon thous,2006,2006-03-01T00:00:00Z,11.032667,-72.754528,CO,La Guajira,Arroyo Paladines,occurrencePoints_GBIF
1.925845151e-298,Cerdocyon thous,2006,2006-03-01T00:00:00Z,11.100306,-72.645139,CO,La Guajira,"Río Ranchería, Sector Los Pozos",occurrencePoints_GBIF
1.8876329e-300,Cerdocyon thous,2006,2006-03-04T00:00:00Z,-26.38052,-54.26191000000001,AR,Misiones,"<p>Ruta Provincial 17, 18,4 km al Oeste del cruce con la Ruta Prov. 20.</p>",occurrencePoints_GBIF
2.0033922196e-297,Cerdocyon thous,2006,2006-05-29T10:19:00Z,-9.940738,-49.595263,BR,Tocantins,NA,occurrencePoints_GBIF
3.578204897e-298,Cerdocyon thous,2006,2006-06-09T00:00:00Z,6.224167,-74.849972,CO,Antioquia,"Central Hidroeléctrica San Carlos, vereda Juanes, Filo",occurrencePoints_GBIF
1.155478396e-298,Cerdocyon thous,2006,2006-07-16T00:00:00Z,-26.85433,-59.61083000000001,AR,Chaco,"Pereira, Javier; Pablo Teta; Emiliano Muschetto y Natalia Fracassi",occurrencePoints_GBIF
1.15547839e-299,Cerdocyon thous,2006,2006-07-16T00:00:00Z,-26.84662,-59.608340000000005,AR,Chaco,ingreso SE,occurrencePoints_GBIF
1.8876309270000001e-298,Cerdocyon thous,2006,2006-07-25T00:00:00Z,-28.785650000000004,-60.666630000000005,AR,Santa Fe,Laguna La Tigra,occurrencePoints_GBIF
1.155479063e-298,Cerdocyon thous,2006,2006-08-01T00:00:00Z,-32.17434,-60.61095,AR,Entre Ríos,A° Las Palometas frente al Varillal,occurrencePoints_GBIF
1.887631693e-298,Cerdocyon thous,2006,2006-11-07T00:00:00Z,-28.02781,-58.07629000000001,AR,Corrientes,"<p>Ruta Prov. 86, potrero 16</p>",occurrencePoints_GBIF
1.88763135e-299,Cerdocyon thous,2007,2007-03-17T00:00:00Z,-31.315960000000004,-60.279250000000005,AR,Santa Fe,"Ruta provincial nº 1, km 51, 13 km al norte de Santa Rosa de Calchines",occurrencePoints_GBIF
6.5412997e-300,Cerdocyon thous,2007,2007-03-25T00:00:00Z,-19.539444,-40.630556,BR,Espírito Santo,Rodovia BR 259 (contorno),occurrencePoints_GBIF
1.887632834e-298,Cerdocyon thous,2007,2007-04-19T00:00:00Z,-26.51609,-54.69823,AR,Misiones,"<p>Ruta Nac 12, Km 1528 (al Norte de Montecarlo).</p>",occurrencePoints_GBIF
1.88763209e-299,Cerdocyon thous,2007,2007-04-25T00:00:00Z,-31.89878,-58.26563,AR,Entre Ríos,<p>Camino Zona Sur (aprox. 700 m al sur de Arroyo El Palmar).</p>,occurrencePoints_GBIF
1.8876321e-300,Cerdocyon thous,2007,2007-04-26T00:00:00Z,-31.89456,-58.24609,AR,Entre Ríos,"<p>500 m antes del puente roto, camino al arroyo Palmar.</p>",occurrencePoints_GBIF
1.887632113e-298,Cerdocyon thous,2007,2007-04-27T00:00:00Z,-31.868640000000003,-58.21403000000001,AR,Entre Ríos,"<p>200 m antes de la entrada a movilidad, hacia la rotonda</p>",occurrencePoints_GBIF
1.88763212e-299,Cerdocyon thous,2007,2007-04-29T00:00:00Z,-31.880630000000004,-58.25538,AR,Entre Ríos,<p>Cortafuego del Medio.</p>,occurrencePoints_GBIF
1.88763213e-299,Cerdocyon thous,2007,2007-04-29T00:00:00Z,-31.87842,-58.23582,AR,Entre Ríos,<p>Camino al arroyo El Palmar.</p>,occurrencePoints_GBIF
1.887632137e-298,Cerdocyon thous,2007,2007-04-29T00:00:00Z,-31.864780000000003,-58.23738,AR,Entre Ríos,"<p>Camino a la Cantera, hacia el final.</p>",occurrencePoints_GBIF
3.578134913e-298,Cerdocyon thous,2007,2007-04-30T00:00:00Z,5.556083,-74.883333,CO,Caldas,"Central Hidroeléctrica Miel I, vereda Carrizales, El tigre",occurrencePoints_GBIF
3.5781351550000002e-298,Cerdocyon thous,2007,2007-05-02T00:00:00Z,5.569417,-74.87169399999999,CO,Caldas,"Central Hidroeléctrica Miel I, vereda C. El diamante, Cantera",occurrencePoints_GBIF
1.887631357e-298,Cerdocyon thous,2007,2007-05-11T00:00:00Z,-31.71851,-60.2851,AR,Entre Ríos,"Ruta nº 12, 1km al norte de La Picada",occurrencePoints_GBIF
1.8876328300000002e-299,Cerdocyon thous,2007,2007-06-13T00:00:00Z,-26.039970000000004,-54.58735000000001,AR,Misiones,"<p>Ruta Nacional 12, 2,3 km al Sur de la entrada a Puerto Esperanza.</p>",occurrencePoints_GBIF
3.57815036e-299,Cerdocyon thous,2007,2007-06-26T00:00:00Z,6.3677779999999995,-75.043694,CO,Antioquia,"Central Hidroeléctrica Jaguas, vereda El Cerro, Qda Santa Ana",occurrencePoints_GBIF
1.88763136e-299,Cerdocyon thous,2007,2007-07-06T00:00:00Z,-31.389080000000003,-60.31899000000001,AR,Santa Fe,"Ruta provincial nº 1, 3 km al norte de Santa Rosa de Calchines",occurrencePoints_GBIF
3.57813693e-299,Cerdocyon thous,2007,2007-08-04T00:00:00Z,5.5056389999999995,-74.920806,CO,Caldas,"Central Hidroeléctrica Miel I, vereda Sasaima, Campiña",occurrencePoints_GBIF
1.9285272833e-297,Cerdocyon thous,2007,2007-08-21T00:00:00Z,-0.192014,-49.161077,BR,Pará,NA,occurrencePoints_GBIF
1.88763222e-299,Cerdocyon thous,2007,2007-09-10T00:00:00Z,-31.87243,-58.23745,AR,Entre Ríos,"<p>En camino principal, yendo hacia centro administrativo, aprox. 1,5 km antes del desvio del camino a Arroyo los Loros.</p>",occurrencePoints_GBIF
1.887632206e-298,Cerdocyon thous,2007,2007-09-10T00:00:00Z,-31.85019,-58.30658,AR,Entre Ríos,"<p>Desde la entrada al Palmar, por acceso principal, yendo hacia el centro administrativo, unos 1,7 km.</p>",occurrencePoints_GBIF
1.887632197e-298,Cerdocyon thous,2007,2007-09-10T00:00:00Z,-31.850150000000003,-58.30738,AR,Entre Ríos,"<p>Aprox. 1,6 km desde la entrada al Palmar yendo hacia el centro administrativo en el camino principal.</p>",occurrencePoints_GBIF
1.8876322460000001e-298,Cerdocyon thous,2007,2007-09-12T00:00:00Z,-31.88905,-58.24165000000001,AR,Entre Ríos,"<p>Camino al Arroyo Palmar (yendo hacia arroyo), 150 m antes del cruce con camino al mirador del Palmar. </p>",occurrencePoints_GBIF
1.887632236e-298,Cerdocyon thous,2007,2007-09-12T00:00:00Z,-31.852880000000003,-58.22964,AR,Entre Ríos,"<p>En Camino a Arroyo Los Loros, yendo hacia el norte, 1,2 km despues del arroyo, en canteras.</p>",occurrencePoints_GBIF
1.4009218844e-297,Cerdocyon thous,2007,2007-09-12T00:00:00Z,-16.515099,-56.766357,BR,NA,Brazil - Northern Pantanal,occurrencePoints_GBIF
1.887632305e-298,Cerdocyon thous,2007,2007-09-14T00:00:00Z,-31.87316,-58.26145,AR,Entre Ríos,"<p>Camino La Glorieta, a 930 m del camino principal.</p>",occurrencePoints_GBIF
1.8876322560000001e-298,Cerdocyon thous,2007,2007-09-14T00:00:00Z,-31.872740000000004,-58.22476,AR,Entre Ríos,"<p>Saliendo del centro administrativo, en el camino principal, 350 m despues de la rotonda.</p>",occurrencePoints_GBIF
1.88763228e-299,Cerdocyon thous,2007,2007-09-14T00:00:00Z,-31.869170000000004,-58.237210000000005,AR,Entre Ríos,"<p>Camino a La Cantera, a 350 m del camino principal.</p>",occurrencePoints_GBIF
1.4010510726e-297,Cerdocyon thous,2007,2007-09-14T00:00:00Z,-17.795766,-56.755371,BR,NA,Brazil - Southern Pantanal,occurrencePoints_GBIF
1.403907866e-298,Cerdocyon thous,2007,2007-09-18T00:00:00Z,-18.097723,-52.940804,BR,NA,Brazil - Emas National Park,occurrencePoints_GBIF
3.454539644e-298,Cerdocyon thous,2007,2007-09-27T00:00:00Z,-25.11969,-58.11759000000001,AR,Formosa,<p>Ex. Puesto Kurupa'y' ty</p>,occurrencePoints_GBIF
1.1967327994e-297,Cerdocyon thous,2007,2007-10-03T00:00:00Z,5.1036719999999995,-75.510178,CO,Caldas,Vereda El Aguila,occurrencePoints_GBIF
1.543775947e-298,Cerdocyon thous,2007,2007-10-13T00:00:00Z,-25.644620999999997,-54.283446999999995,AR,Misiones,NA,occurrencePoints_GBIF
1.4244494366e-297,Cerdocyon thous,2007,2007-10-21T20:48:00Z,-25.905448999999997,-58.446168,AR,Formosa,NA,occurrencePoints_GBIF
3.5781397600000003e-299,Cerdocyon thous,2007,2007-11-14T00:00:00Z,5.5056389999999995,-74.920806,CO,Caldas,"Central Hidroeléctrica Miel I, vereda Sasaima, Campiña",occurrencePoints_GBIF
3.578186434e-298,Cerdocyon thous,2007,2007-11-29T00:00:00Z,6.208583,-74.813417,CO,Antioquia,"Central Hidroeléctrica San Carlos, vereda Juanes, Unidad canina",occurrencePoints_GBIF
1.887632157e-298,Cerdocyon thous,2007,2007-12-14T00:00:00Z,-31.906550000000003,-58.24044000000001,AR,Entre Ríos,<p>Camino a Puente Roto.</p>,occurrencePoints_GBIF
1.88763215e-299,Cerdocyon thous,2007,2007-12-14T00:00:00Z,-31.90434,-58.256870000000006,AR,Entre Ríos,<p>Camino zona sur.</p>,occurrencePoints_GBIF
1.887632147e-298,Cerdocyon thous,2007,2007-12-14T00:00:00Z,-31.90134,-58.281670000000005,AR,Entre Ríos,<p>Camino Zona Sur</p>,occurrencePoints_GBIF
1.887632177e-298,Cerdocyon thous,2007,2007-12-14T00:00:00Z,-31.90132,-58.261280000000006,AR,Entre Ríos,<p>Camino zona sur.</p>,occurrencePoints_GBIF
1.887632167e-298,Cerdocyon thous,2007,2007-12-14T00:00:00Z,-31.900430000000004,-58.244040000000005,AR,Entre Ríos,"<p>Camino a Puente Roto, llegando a Arroyo el Palmar.</p>",occurrencePoints_GBIF
1.88763218e-299,Cerdocyon thous,2007,2007-12-16T00:00:00Z,-31.87261,-58.22299,AR,Entre Ríos,"<p>Camino Principal, frente al camino a Los Loros.</p>",occurrencePoints_GBIF
1.887632187e-298,Cerdocyon thous,2007,2007-12-16T00:00:00Z,-31.87242,-58.26142000000001,AR,Entre Ríos,"<p>850 m del camino principal, en camino a Glorieta.</p>",occurrencePoints_GBIF
1.927944856e-298,Cerdocyon thous,2008,2008-01-07T06:09:00Z,7.952858999999999,-67.665016,VE,Barinas,NA,occurrencePoints_GBIF
3.5781873300000003e-299,Cerdocyon thous,2008,2008-01-17T00:00:00Z,6.203472,-74.836944,CO,Antioquia,"Central Hidroeléctrica San Carlos, vereda Juanes, Puerta roja presa",occurrencePoints_GBIF
3.578187946e-298,Cerdocyon thous,2008,2008-01-28T00:00:00Z,6.215611,-74.839361,CO,Antioquia,"Central Hidroeléctrica San Carlos, vereda Peñol grande, Via Domo",occurrencePoints_GBIF
1.282748792e-298,Cerdocyon thous,2008,2008-01-30T14:22:00Z,-28.551717,-57.203841999999995,AR,Corrientes,NA,occurrencePoints_GBIF
1.2826241356e-297,Cerdocyon thous,2008,2008-01-30T15:17:00Z,-28.548347999999997,-57.203655,AR,Corrientes,NA,occurrencePoints_GBIF
1.197074121e-298,Cerdocyon thous,2008,2008-02-17T14:40:00Z,-5.862645,-50.73308,BR,Pará,NA,occurrencePoints_GBIF
4.40224906e-299,Cerdocyon thous,2008,2008-02-23T04:51:38Z,-18.168066,-52.909012,BR,Goiás,NA,occurrencePoints_GBIF
1.983741404e-298,Cerdocyon thous,2008,2008-02-23T07:30:46Z,-18.160236,-52.915879,BR,Goiás,NA,occurrencePoints_GBIF
1.7073273990000001e-298,Cerdocyon thous,2008,2008-03-17T09:57:00Z,-22.39524,-48.133662,BR,São Paulo,NA,occurrencePoints_GBIF
2.016119998e-298,Cerdocyon thous,2008,2008-05-01T00:00:00Z,-22.546151,-42.924223,BR,Rio de Janeiro,NA,occurrencePoints_GBIF
2.0160241857e-297,Cerdocyon thous,2008,2008-05-01T17:09:00Z,-22.542738999999997,-42.783413,BR,Rio de Janeiro,NA,occurrencePoints_GBIF
1.887631194e-298,Cerdocyon thous,2008,2008-05-02T00:00:00Z,-29.166660000000004,-60.2,AR,Santa Fe,"Reserva Lote 7B,Reserva Natural Manejada Potrero 7-B (Los Quebrachales)",occurrencePoints_GBIF
9.772068380000001e-299,Cerdocyon thous,2008,2008-05-10T00:00:00Z,5.484222,-76.633139,CO,Chocó,Atrato,occurrencePoints_GBIF
1.7077461690000001e-298,Cerdocyon thous,2008,2008-07-02T10:25:00Z,-10.249091,-48.324286,BR,Tocantins,NA,occurrencePoints_GBIF
1.403921377e-298,Cerdocyon thous,2008,2008-08-01T00:00:00Z,-16.806912999999998,-56.698619,BR,NA,Brazil - Northern Pantanal,occurrencePoints_GBIF
1.9603718033e-297,Cerdocyon thous,2008,2008-09-01T00:00:00Z,-23.3450846,-48.4631767,BR,Sp,NA,occurrencePoints_GBIF
1.4243960054e-297,Cerdocyon thous,2008,2008-10-31T18:11:00Z,-23.028743,-64.356189,AR,Salta,NA,occurrencePoints_GBIF
1.925811386e-298,Cerdocyon thous,2009,2009-01-01T00:00:00Z,10.967333,-72.755139,CO,La Guajira,Palomino,occurrencePoints_GBIF
1.9258507568e-297,Cerdocyon thous,2009,2009-01-01T00:00:00Z,11.043167,-72.737861,CO,La Guajira,Paladines,occurrencePoints_GBIF
1.9258445607e-297,Cerdocyon thous,2009,2009-01-01T00:00:00Z,11.050417,-72.669778,CO,La Guajira,Cerrejón,occurrencePoints_GBIF
1.9258288306e-297,Cerdocyon thous,2009,2009-01-01T00:00:00Z,11.084639,-72.653333,CO,La Guajira,Río Rancheria sector Los Pozos,occurrencePoints_GBIF
1.9258256296e-297,Cerdocyon thous,2009,2009-01-01T00:00:00Z,11.110778,-72.563917,CO,La Guajira,Tabaco,occurrencePoints_GBIF
1.9258186993e-297,Cerdocyon thous,2009,2009-01-01T00:00:00Z,11.138389,-72.539889,CO,La Guajira,la puente,occurrencePoints_GBIF
1.9108163327e-297,Cerdocyon thous,2009,2009-01-01T00:00:00Z,11.156722,-72.613028,CO,La Guajira,Compensacion mushaisha,occurrencePoints_GBIF
